sequence_id,sample_id,t0,gt_x,gt_y,gt_z,pred_x,pred_y,pred_z,top1_error,empty_input,empty_output,top1_success_0p5m,top1_success_1m,top1_success_2m,raw_top10_has_gt_0p5m,raw_top10_has_gt_1m,nms_top10_has_gt_0p5m,nms_top10_has_gt_1m,best_raw_candidate_error,best_nms_candidate_error,top1_score,best_gt_near_candidate_score,best_gt_near_candidate_rank,event_count,total_point_count,avia_point_count,mid360_point_count,history_span_sec,oldest_event_age_sec,newest_event_age_sec,num_support_events_0p5m,num_support_events_1m,num_support_events_2m,num_support_points_0p5m,num_support_points_1m,num_support_points_2m,last_support_timestamp_1m,last_support_age_sec_1m,last_support_event_index,last_support_sensor,num_support_events_in_last4,num_support_points_in_last4,history_has_any_support,current_support,exported_support_flag,flag_empty_input,flag_no_history_support,flag_stale_history_support,flag_candidate_exists_ranking_fail,flag_nms_removed_good_candidate,flag_current_support_generation_fail,primary_failure_type
seq0004,seq0004_valref_000306,1706257437.1492271,-4.909698963165283,8.025955200195312,4.7486572265625,11.876953125,4.92578125,3.00390625,17.159456253051758,False,False,False,False,False,False,False,False,False,17.159456253051758,17.159456253051758,0.142578125,nan,,6,13277,0,13277,0.20200204849243164,0.2494652271270752,0.047463178634643555,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000307,1706257437.198312,-4.991878032684326,8.137405395507812,4.691857814788818,11.8828125,4.921875,3.0234375,17.2591552734375,False,False,False,False,False,False,False,False,False,17.2591552734375,17.2591552734375,0.138671875,nan,,6,13277,0,13277,0.20200204849243164,0.2985501289367676,0.09654808044433594,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000308,1706257437.2549512,-5.0324249267578125,8.193309783935547,4.663710117340088,16.67724609375,-6.833984375,2.47265625,26.49396324157715,False,False,False,False,False,False,False,False,False,17.314844131469727,17.37511444091797,0.21484375,nan,,8,17605,0,17605,0.3020761013031006,0.35518932342529297,0.05311322212219238,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000309,1706257437.2978358,-5.075973987579346,8.248577117919922,4.634311199188232,16.681640625,-6.83447265625,2.49609375,26.56057357788086,False,False,False,False,False,False,False,False,False,17.36605453491211,17.425519943237305,0.2236328125,nan,,8,17605,0,17605,0.3020761013031006,0.3980739116668701,0.09599781036376953,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000310,1706257437.367017,-5.116026878356934,8.302172660827637,4.605517864227295,16.67822265625,-6.8876953125,2.52734375,26.646581649780273,False,False,False,False,False,False,False,False,False,17.437999725341797,11.657167434692383,0.138671875,nan,,10,22201,0,22201,0.40203404426574707,0.4672551155090332,0.06522107124328613,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000311,1706257437.4511292,-5.200797080993652,8.413192749023438,4.545355796813965,16.6826171875,-6.98828125,2.45703125,26.841205596923828,False,False,False,False,False,False,False,False,False,17.498502731323242,17.498502731323242,0.1474609375,nan,,12,26741,0,26741,0.5020041465759277,0.5513672828674316,0.049363136291503906,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000312,1706257437.498653,-5.24613094329834,8.471918106079102,4.512146949768066,16.68994140625,-6.9912109375,2.48046875,26.91518783569336,False,False,False,False,False,False,False,False,False,17.5557804107666,17.5557804107666,0.16015625,nan,,12,26741,0,26741,0.5020041465759277,0.598891019821167,0.09688687324523926,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000313,1706257437.5514631,-5.330546855926514,8.585139274597168,4.445251941680908,11.86328125,-11.0390625,1.30859375,26.278806686401367,False,False,False,False,False,False,False,False,False,17.636150360107422,17.636150360107422,0.283203125,nan,,14,31167,0,31167,0.6020700931549072,0.6517012119293213,0.04963111877441406,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000314,1706257437.5992842,-5.371490955352783,8.636900901794434,4.413296222686768,11.87109375,-11.03125,1.32421875,26.337905883789062,False,False,False,False,False,False,False,False,False,17.685808181762695,17.685808181762695,0.333984375,nan,,14,31167,0,31167,0.6020700931549072,0.6995222568511963,0.09745216369628906,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000315,1706257437.6537817,-5.41384220123291,8.692716598510742,4.378195762634277,-6.6171875,-54.4921875,2.78515625,63.21643829345703,False,False,False,False,False,False,False,False,False,17.85483741760254,17.85483741760254,0.2109375,nan,,16,35807,0,35807,0.7030870914459229,0.7540197372436523,0.05093264579772949,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000316,1706257437.700026,-5.453362941741943,8.74374008178711,4.3456010818481445,12.10546875,-10.9765625,3.314453125,26.424726486206055,False,False,False,False,False,False,False,False,False,19.761863708496094,19.761863708496094,0.171875,nan,,17,40337,0,40337,0.8001871109008789,0.8002641201019287,7.700920104980469e-05,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000317,1706257437.7521422,-5.5382161140441895,8.852364540100098,4.27549409866333,12.1171875,-10.982421875,3.32080078125,26.57147789001465,False,False,False,False,False,False,False,False,False,10.968661308288574,10.968661308288574,0.2060546875,nan,,18,40337,0,40337,0.8020820617675781,0.8523802757263184,0.050298213958740234,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0004,seq0004_valref_000357,1706257439.8001459,-7.4867777824401855,10.876727104187012,3.3168210983276367,-4.61328125,-67.3046875,7.692138671875,78.35645294189453,False,False,False,False,False,True,True,True,True,0.19271689653396606,0.19271689653396606,0.2294921875,0.2255859375,2,20,46176,0,46176,0.9980819225311279,0.9983417987823486,0.0002598762512207031,0,2,4,0,2,7,1706257439.699952,0.10019397735595703,17,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000359,1706257439.9004955,-7.583588123321533,10.90408992767334,3.2995240688323975,-4.572265625,-67.30078125,7.68798828125,78.3857650756836,False,False,False,False,False,True,True,True,True,0.2858138978481293,0.2858138978481293,0.103515625,0.07373046875,3,20,46274,0,46274,0.9970049858093262,0.997673511505127,0.0006685256958007812,0,2,3,0,2,3,1706257439.699952,0.20054364204406738,15,Mid360,0,0,True,False,NO_CURRENT_SUPPORT,False,False,True,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000360,1706257439.9507608,-7.614418983459473,10.908907890319824,3.292742967605591,16.619140625,-6.98828125,2.4375,30.138120651245117,False,False,False,False,False,True,True,True,True,0.32804909348487854,0.32804909348487854,0.09423828125,0.059326171875,3,20,46274,0,46274,0.901818037033081,0.9508779048919678,0.04905986785888672,0,2,3,0,2,3,1706257439.699952,0.2508089542388916,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT,False,False,True,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000361,1706257440.0005896,-7.645394802093506,10.912224769592285,3.286674976348877,16.68798828125,-6.958984375,2.3515625,30.20543098449707,False,False,False,False,False,True,True,True,True,0.43421420454978943,0.43421420454978943,0.0888671875,0.054931640625,5,20,46034,0,46034,0.9981639385223389,0.9987475872039795,0.000583648681640625,0,2,3,0,2,3,1706257439.699952,0.30063772201538086,13,Mid360,0,0,True,False,NO_CURRENT_SUPPORT,False,False,True,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000362,1706257440.0498276,-7.674377918243408,10.91418743133545,3.2810959815979004,16.6875,-6.96484375,2.37109375,30.23225212097168,False,False,False,False,False,True,True,True,True,0.46908697485923767,0.46908697485923767,0.0888671875,0.044677734375,5,20,46034,0,46034,0.901792049407959,0.9498226642608643,0.04803061485290527,0,2,3,0,2,3,1706257439.699952,0.34987568855285645,12,Mid360,0,0,True,False,NO_CURRENT_SUPPORT,False,False,True,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000390,1706257441.5613952,-8.152767181396484,10.543562889099121,3.1700599193573,27.8125,13.784912109375,7.84375,36.412227630615234,False,False,False,False,False,True,True,True,True,0.2235264629125595,0.2235264629125595,0.171875,0.032470703125,3,20,46113,0,46113,0.9018890857696533,0.9614791870117188,0.05959010124206543,0,7,7,0,12,12,1706257441.499949,0.061446189880371094,18,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000391,1706257441.6000767,-8.148019790649414,10.53757095336914,3.1715869903564453,27.793212890625,13.76287841796875,7.828125,36.38486099243164,False,False,False,False,False,True,True,True,True,0.17953208088874817,0.17953208088874817,0.11767578125,0.052734375,3,20,46037,0,46037,0.9970030784606934,0.9972617626190186,0.0002586841583251953,0,7,7,0,12,12,1706257441.499949,0.1001276969909668,17,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000392,1706257441.6693366,-8.144474983215332,10.535908699035645,3.171376943588257,27.80029296875,13.76348876953125,7.8515625,36.39158630371094,False,False,False,False,False,True,True,True,True,0.18570026755332947,0.18570026755332947,0.08740234375,0.052734375,3,20,46037,0,46037,0.9029600620269775,0.9695005416870117,0.06654047966003418,0,7,7,0,12,12,1706257441.499949,0.1693875789642334,16,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000393,1706257441.747851,-8.134990692138672,10.532469749450684,3.162583112716675,12.0205078125,-11.009765625,3.309326171875,29.50141716003418,False,False,False,False,False,True,True,True,True,0.27105027437210083,0.27105027437210083,0.134765625,0.1142578125,4,20,45963,0,45963,0.9019639492034912,0.9480209350585938,0.04605698585510254,0,6,6,0,6,6,1706257441.499949,0.24790191650390625,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT,False,False,True,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0004,seq0004_valref_000394,1706257441.798404,-8.12878131866455,10.530735969543457,3.153599977493286,11.9765625,-10.95703125,3.34765625,29.427650451660156,False,False,False,False,False,True,True,True,True,0.2914353013038635,0.2914353013038635,0.1875,0.0966796875,5,20,45963,0,45963,0.9019639492034912,0.9985740184783936,0.09661006927490234,0,6,6,0,6,6,1706257441.499949,0.29845499992370605,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT,False,False,True,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000414,1706257442.7999372,-8.037957191467285,10.4644136428833,2.8748629093170166,11.94140625,4.583984375,3.04296875,20.82744789123535,False,False,False,False,False,True,True,True,True,0.21282580494880676,0.2731519043445587,0.1767578125,0.08740234375,3,15,35993,0,35993,0.6999421119689941,0.7000503540039062,0.00010824203491210938,0,7,7,0,18,18,1706257442.799829,0.00010824203491210938,14,Mid360,2,5,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000415,1706257442.8475027,-8.037687301635742,10.461329460144043,2.863394021987915,11.94140625,4.5751953125,3.05859375,20.829038619995117,False,False,False,False,False,True,True,True,True,0.19591352343559265,0.28409305214881897,0.2001953125,0.0849609375,4,16,35993,0,35993,0.7018210887908936,0.7476158142089844,0.04579472541809082,0,7,7,0,18,18,1706257442.799829,0.047673702239990234,14,Mid360,2,5,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000421,1706257443.1487205,-8.034337043762207,10.448748588562012,2.7995901107788086,12.099609375,-11.1484375,3.240234375,29.529788970947266,False,False,False,False,False,False,False,False,False,19.162633895874023,19.162633895874023,0.2216796875,nan,,20,44903,0,44903,0.9029660224914551,0.9489045143127441,0.04593849182128906,0,8,8,0,14,14,1706257443.099884,0.048836469650268555,18,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0005,seq0005_valref_000422,1706257443.2022266,-8.034208297729492,10.447538375854492,2.7903668880462646,11.923828125,-10.94921875,3.232421875,29.26328468322754,False,False,False,False,False,False,False,True,True,21.100942611694336,0.25736525654792786,0.291015625,nan,,20,44944,0,44944,0.9019699096679688,0.9024035930633545,0.0004336833953857422,0,9,9,0,15,15,1706257443.199939,0.002287626266479492,18,Mid360,2,2,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0005,seq0005_valref_000423,1706257443.2518077,-8.034356117248535,10.446348190307617,2.7728090286254883,11.93359375,-10.9462890625,3.25,29.267587661743164,False,False,False,False,False,True,True,True,True,0.29242151975631714,0.29242151975631714,0.359375,0.0225830078125,10,20,44944,0,44944,0.9019699096679688,0.9519846439361572,0.05001473426818848,1,9,9,1,15,15,1706257443.199939,0.05186867713928223,18,Mid360,2,2,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000424,1706257443.3011198,-8.03502368927002,10.445696830749512,2.7627758979797363,-50.212890625,-11.875,29.51171875,54.70550537109375,False,False,False,False,False,False,False,False,False,10.179171562194824,10.179171562194824,0.08056640625,nan,,20,44759,0,44759,0.9982340335845947,0.9993977546691895,0.0011637210845947266,1,8,8,1,14,14,1706257443.199939,0.1011807918548584,17,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0005,seq0005_valref_000425,1706257443.3559952,-8.035914421081543,10.445186614990234,2.753451108932495,12.064453125,-11.15478515625,3.25390625,29.509897232055664,False,False,False,False,False,False,False,False,False,10.187093734741211,10.187093734741211,0.08642578125,nan,,20,44759,0,44759,0.9017510414123535,0.9560432434082031,0.05429220199584961,1,8,8,1,14,14,1706257443.199939,0.15605616569519043,16,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0005,seq0005_valref_000426,1706257443.396279,-8.036967277526855,10.445151329040527,2.744225025177002,12.0732421875,-11.14599609375,3.26953125,29.510576248168945,False,False,False,False,False,False,False,False,False,10.196516036987305,10.196516036987305,0.09130859375,nan,,20,44759,0,44759,0.9017510414123535,0.9963271617889404,0.09457612037658691,2,8,8,2,14,14,1706257443.199939,0.19634008407592773,16,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0005,seq0005_valref_000427,1706257443.4436767,-8.038161277770996,10.44570541381836,2.7360870838165283,12.1572265625,-11.1396484375,3.265625,29.564533233642578,False,False,False,False,False,False,False,True,True,20.997583389282227,0.22319573163986206,0.185546875,nan,,20,44548,0,44548,0.9018750190734863,0.9437606334686279,0.0418856143951416,2,8,8,2,14,14,1706257443.399885,0.043791770935058594,18,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0005,seq0005_valref_000428,1706257443.4912024,-8.039545059204102,10.446256637573242,2.727771043777466,12.16943359375,-11.12841796875,3.28125,29.566463470458984,False,False,False,False,False,True,True,True,True,0.24618908762931824,0.24618908762931824,0.236328125,0.0203857421875,9,20,44548,0,44548,0.9018750190734863,0.9912862777709961,0.08941125869750977,2,8,8,2,14,14,1706257443.399885,0.09131741523742676,18,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000429,1706257443.5569956,-8.041143417358398,10.447196960449219,2.7190699577331543,11.888671875,-10.978515625,3.205078125,29.265933990478516,False,False,False,False,False,True,True,True,True,0.24756233394145966,0.24756233394145966,0.09814453125,0.0311279296875,7,20,44591,0,44591,0.9018480777740479,0.9570417404174805,0.05519366264343262,2,7,7,2,11,11,1706257443.399885,0.15711069107055664,16,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000430,1706257443.598564,-8.044480323791504,10.449703216552734,2.70232892036438,11.892578125,-10.978515625,3.220703125,29.273256301879883,False,False,False,False,False,True,True,True,True,0.2752237021923065,0.2752237021923065,0.09814453125,0.03466796875,5,20,44591,0,44591,0.9018480777740479,0.9986100196838379,0.09676194190979004,2,7,7,2,11,11,1706257443.399885,0.19867897033691406,16,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000431,1706257443.6489441,-8.046324729919434,10.451277732849121,2.6949830055236816,16.900390625,-5.857421875,2.693359375,29.804569244384766,False,False,False,False,False,True,True,True,True,0.18905827403068542,0.18905827403068542,0.08740234375,0.042724609375,4,20,44272,0,44272,0.9028301239013672,0.9489941596984863,0.04616403579711914,1,7,7,1,10,10,1706257443.59995,0.04899406433105469,18,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000432,1706257443.6970139,-8.047966957092285,10.453239440917969,2.6876699924468994,16.904296875,-5.853515625,2.712890625,29.808156967163086,False,False,False,False,False,True,True,True,True,0.20320475101470947,0.20320475101470947,0.083984375,0.046630859375,4,20,44272,0,44272,0.9028301239013672,0.9970638751983643,0.09423375129699707,2,7,7,2,10,10,1706257443.59995,0.09706377983093262,18,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000433,1706257443.747248,-8.049772262573242,10.455160140991211,2.6796140670776367,11.86328125,-11.052734375,3.37109375,29.318891525268555,False,False,False,False,False,True,True,True,True,0.16981545090675354,0.22418312728405,0.177734375,0.1572265625,2,20,44284,0,44284,0.901940107345581,0.9474189281463623,0.04547882080078125,2,7,7,2,10,10,1706257443.699814,0.04743385314941406,18,Mid360,2,2,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000434,1706257443.7963746,-8.051212310791016,10.457195281982422,2.6732330322265625,11.87109375,-11.0546875,3.38671875,29.328628540039062,False,False,False,False,False,True,True,True,True,0.1925668716430664,0.20589162409305573,0.185546875,0.154296875,2,20,44284,0,44284,0.901940107345581,0.9965455532073975,0.0946054458618164,2,7,7,2,10,10,1706257443.699814,0.09656047821044922,18,Mid360,2,2,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000463,1706257445.3104331,-8.071216583251953,10.484774589538574,2.367314100265503,-40.2578125,-14.80859375,83.51953125,90.89231872558594,False,False,False,False,False,True,True,False,True,0.4688411056995392,0.5845210552215576,0.74609375,0.62890625,2,20,45197,1,45196,0.9019029140472412,0.9106431007385254,0.00874018669128418,1,5,5,1,10,10,1706257445.199794,0.11063909530639648,16,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000466,1706257445.4482782,-8.074400901794434,10.486126899719238,2.1342270374298096,-40.248046875,-14.78515625,83.513671875,91.08455657958984,False,False,False,False,False,False,True,False,True,0.6803041696548462,0.6803041696548462,0.6640625,0.494140625,2,20,45140,1,45139,0.9017298221588135,0.9483621120452881,0.04663228988647461,5,5,5,10,10,10,1706257445.399775,0.04850316047668457,18,Mid360,1,1,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000469,1706257445.605276,-8.079577445983887,10.482935905456543,1.9328370094299316,-40.123046875,-14.80078125,83.6328125,91.32872009277344,False,False,False,False,False,True,True,True,True,0.3105403482913971,0.3105403482913971,0.51171875,0.0849609375,2,20,45354,1,45353,0.9028530120849609,0.9053561687469482,0.0025031566619873047,5,6,6,5,6,6,1706257445.599924,0.005352020263671875,18,Mid360,2,2,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000470,1706257445.6618621,-8.082194328308105,10.481053352355957,1.8621779680252075,-40.1015625,-14.81640625,83.65234375,91.40477752685547,False,False,False,False,False,True,True,True,True,0.39413848519325256,0.39413848519325256,0.39453125,0.0693359375,4,20,45354,1,45353,0.9028530120849609,0.961942195892334,0.05908918380737305,6,6,6,6,6,6,1706257445.599924,0.06193804740905762,18,Mid360,2,2,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
