sequence_id,sample_id,t0,gt_x,gt_y,gt_z,pred_x,pred_y,pred_z,top1_error,empty_input,empty_output,top1_success_0p5m,top1_success_1m,top1_success_2m,raw_top10_has_gt_0p5m,raw_top10_has_gt_1m,nms_top10_has_gt_0p5m,nms_top10_has_gt_1m,best_raw_candidate_error,best_nms_candidate_error,top1_score,best_gt_near_candidate_score,best_gt_near_candidate_rank,event_count,total_point_count,avia_point_count,mid360_point_count,history_span_sec,oldest_event_age_sec,newest_event_age_sec,num_support_events_0p5m,num_support_events_1m,num_support_events_2m,num_support_points_0p5m,num_support_points_1m,num_support_points_2m,last_support_timestamp_1m,last_support_age_sec_1m,last_support_event_index,last_support_sensor,num_support_events_in_last4,num_support_points_in_last4,history_has_any_support,current_support,exported_support_flag
seq0001,seq0001_valref_000010,1706255622.0623717,-0.9155269861221313,-1.2548600435256958,2.1763269901275635,-0.7694091796875,-1.017578125,2.1328125,0.2820401191711426,False,False,True,True,True,True,True,True,True,0.18616724014282227,0.2820401191711426,0.98828125,0.98828125,1,10,20296,209,20087,0.41298580169677734,0.4621446132659912,0.04915881156921387,5,10,10,14,383,393,1706255622.013213,0.04915881156921387,9,Avia,4,100,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000011,1706255622.1129491,-0.9271479845046997,-1.2467559576034546,2.177112102508545,-0.75518798828125,-1.123046875,2.10546875,0.22362232208251953,False,False,True,True,True,True,True,True,True,0.13768938183784485,0.22362232208251953,0.98828125,0.98828125,1,11,24396,209,24187,0.500006914138794,0.5127220153808594,0.01271510124206543,6,11,11,13,423,433,1706255622.100234,0.01271510124206543,10,Mid360,4,95,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000012,1706255622.1629977,-0.9399070143699646,-1.2371089458465576,2.177884101867676,-0.705810546875,-1.177734375,2.130859375,0.2460443377494812,False,False,True,True,True,True,True,True,True,0.1603824645280838,0.2460443377494812,0.984375,0.984375,1,12,24419,232,24187,0.5140049457550049,0.5627706050872803,0.04876565933227539,7,12,12,24,446,456,1706255622.114232,0.04876565933227539,11,Avia,4,104,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000013,1706255622.2146866,-0.9511070251464844,-1.2264289855957031,2.1782279014587402,-0.59375,-1.2734375,2.1640625,0.3607138693332672,False,False,True,True,True,True,True,True,True,0.279815673828125,0.3607138693332672,0.98046875,0.98046875,1,14,28505,235,28270,0.6139488220214844,0.6144595146179199,0.0005106925964355469,8,14,14,25,481,491,1706255622.214176,0.0005106925964355469,13,Avia,4,98,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000014,1706255622.2625082,-0.9621289968490601,-1.2151800394058228,2.178157091140747,-0.743988037109375,-1.0029296875,2.1484375,0.3058086633682251,False,False,True,True,True,True,True,True,True,0.3058086633682251,0.3058086633682251,0.96875,0.96875,1,14,28505,235,28270,0.6139488220214844,0.6622810363769531,0.04833221435546875,8,14,14,23,481,491,1706255622.214176,0.04833221435546875,13,Avia,4,98,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000015,1706255622.3101718,-0.9856659770011902,-1.1866029500961304,2.1767399311065674,-0.7939453125,-1.1201171875,2.177734375,0.20292402803897858,False,False,True,True,True,True,True,True,True,0.20292402803897858,0.20292402803897858,0.98046875,0.98046875,1,15,32523,235,32288,0.7000079154968262,0.7099447250366211,0.009936809539794922,8,15,15,23,524,534,1706255622.300235,0.009936809539794922,14,Mid360,4,101,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000016,1706255622.3612218,-0.99760502576828,-1.1702369451522827,2.174880027770996,-1.025390625,-1.0185546875,2.091796875,0.17516379058361053,False,False,True,True,True,True,True,True,True,0.17516379058361053,0.17516379058361053,0.9765625,0.9765625,1,16,32538,250,32288,0.7140119075775146,0.7609946727752686,0.046982765197753906,7,16,16,26,536,546,1706255622.314239,0.046982765197753906,15,Avia,4,90,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000017,1706255622.4120169,-1.0093669891357422,-1.1529769897460938,2.1728711128234863,-0.814453125,-1.1416015625,2.197265625,0.19676358997821808,False,False,True,True,True,True,True,True,True,0.19676358997821808,0.19676358997821808,0.9765625,0.9765625,1,17,36632,250,36382,0.8000738620758057,0.8117897510528564,0.011715888977050781,8,17,17,29,573,583,1706255622.400301,0.011715888977050781,16,Mid360,4,95,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000018,1706255622.4592087,-1.021718978881836,-1.1332030296325684,2.1706130504608154,-0.80615234375,-1.1474609375,2.21875,0.22133556008338928,False,False,True,True,True,True,True,True,True,0.22133556008338928,0.22133556008338928,0.97265625,0.97265625,1,18,36633,251,36382,0.8130209445953369,0.8589816093444824,0.04596066474914551,8,17,17,29,573,583,1706255622.400301,0.05890774726867676,16,Mid360,3,92,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000019,1706255622.5654428,-1.0564099550247192,-1.0720839500427246,2.1651809215545654,-0.74383544921875,-1.166015625,2.103515625,0.3321574628353119,False,False,True,True,True,True,True,True,True,0.2018609493970871,0.3321574628353119,0.9765625,0.9765625,1,20,40739,252,40487,0.9129848480224609,0.9652156829833984,0.0522308349609375,6,19,19,21,624,634,1706255622.513212,0.0522308349609375,19,Avia,3,88,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000020,1706255622.6136754,-1.068071961402893,-1.0494450330734253,2.163433074951172,-0.76513671875,-1.166015625,1.91015625,0.41171300411224365,False,False,True,True,True,True,True,True,True,0.1905105859041214,0.41171300411224365,0.95703125,0.95703125,1,20,40616,252,40364,0.9861500263214111,0.9994363784790039,0.013286352157592773,6,19,19,18,626,636,1706255622.600389,0.013286352157592773,19,Mid360,3,84,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000021,1706255622.659827,-1.0793670415878296,-1.0262000560760498,2.161771059036255,-0.8759765625,-1.140625,2.103515625,0.24052952229976654,False,False,True,True,True,True,True,True,True,0.20901964604854584,0.24052952229976654,0.9765625,0.9765625,1,20,40516,152,40364,0.9139909744262695,0.9595398902893066,0.04554891586303711,6,19,19,16,536,537,1706255622.614278,0.04554891586303711,19,Avia,4,89,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000022,1706255622.7102263,-1.0902739763259888,-1.0030440092086792,2.1603200435638428,-1.289794921875,-0.7598876953125,1.91796875,0.39707398414611816,False,False,True,True,True,True,True,True,True,0.2105279117822647,0.39707398414611816,0.96484375,0.96484375,1,20,40738,152,40586,0.9859859943389893,0.9960353374481201,0.01004934310913086,5,19,19,14,545,546,1706255622.700177,0.01004934310913086,19,Mid360,4,79,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000023,1706255622.7644916,-1.100780963897705,-0.9796370267868042,2.159550905227661,-0.9306640625,-0.9599609375,2.21484375,0.1799561232328415,False,False,True,True,True,True,True,True,True,0.1799561232328415,0.1799561232328415,0.98828125,0.98828125,1,20,40701,115,40586,0.9139511585235596,0.96425461769104,0.05030345916748047,5,19,19,17,509,509,1706255622.714188,0.05030345916748047,19,Avia,4,89,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000024,1706255622.814757,-1.1221020221710205,-0.9284819960594177,2.1590631008148193,-1.0234375,-0.60546875,2.078125,0.34730854630470276,False,False,True,True,True,True,True,True,True,0.11749713122844696,0.34730854630470276,0.984375,0.984375,1,20,40932,85,40847,0.9141039848327637,0.914607048034668,0.0005030632019042969,7,19,19,22,484,484,1706255622.814254,0.0005030632019042969,19,Avia,4,105,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000025,1706255622.8605106,-1.1320329904556274,-0.9009760022163391,2.1592469215393066,-0.884765625,-0.8984375,2.3046875,0.2868807315826416,False,False,True,True,True,True,True,True,True,0.09336977452039719,0.2868807315826416,0.984375,0.984375,1,20,40932,85,40847,0.9141039848327637,0.9603605270385742,0.04625654220581055,4,19,19,16,484,484,1706255622.814254,0.04625654220581055,19,Avia,4,105,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000026,1706255622.9128802,-1.14124596118927,-0.87323397397995,2.160085916519165,-0.8798828125,-0.83056640625,2.24609375,0.2784394919872284,False,False,True,True,True,True,True,True,True,0.062314923852682114,0.2784394919872284,0.95703125,0.95703125,1,20,40944,85,40859,0.9860470294952393,0.998671293258667,0.012624263763427734,4,19,19,15,488,488,1706255622.900256,0.012624263763427734,19,Mid360,4,114,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000027,1706255622.9758358,-1.151136040687561,-0.8436359763145447,2.161118984222412,-0.818359375,-0.853515625,2.208984375,0.3363465666770935,False,False,True,True,True,True,True,True,True,0.053853850811719894,0.3363465666770935,0.98046875,0.98046875,1,20,40951,92,40859,0.9129910469055176,0.9755387306213379,0.06254768371582031,4,19,19,15,495,495,1706255622.913288,0.06254768371582031,19,Avia,4,124,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000028,1706255623.0148919,-1.1593910455703735,-0.8155980110168457,2.162187099456787,-0.85791015625,-0.9140625,2.36328125,0.37553274631500244,False,False,True,True,True,True,True,True,True,0.06779538840055466,0.37553274631500244,0.984375,0.984375,1,20,41165,96,41069,0.9129629135131836,0.9146578311920166,0.0016949176788330078,4,19,19,17,498,498,1706255623.013197,0.0016949176788330078,19,Avia,4,114,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000029,1706255623.0625055,-1.1753100156784058,-0.7573789954185486,2.1648190021514893,-0.8583984375,-0.9345703125,2.37890625,0.42150095105171204,False,False,True,True,True,True,True,True,True,0.07125591486692429,0.42150095105171204,0.98046875,0.98046875,1,20,41165,96,41069,0.9129629135131836,0.9622714519500732,0.04930853843688965,3,19,19,15,498,498,1706255623.013197,0.04930853843688965,19,Avia,4,114,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000030,1706255623.1119761,-1.1828570365905762,-0.7263299822807312,2.166003942489624,-0.876953125,-0.7537994384765625,2.1953125,0.3085300028324127,False,False,True,True,True,True,True,True,True,0.14518722891807556,0.3085300028324127,0.97265625,0.97265625,1,20,41170,96,41074,0.9858870506286621,0.997744083404541,0.011857032775878906,4,19,19,13,491,491,1706255623.100119,0.011857032775878906,19,Mid360,4,98,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000031,1706255623.1699274,-1.1902379989624023,-0.6940019726753235,2.166917085647583,-0.8779296875,-0.9951171875,2.36328125,0.47619926929473877,False,False,True,True,True,True,True,True,True,0.1763913482427597,0.47619926929473877,0.98046875,0.98046875,1,20,41171,97,41074,0.914099931716919,0.9697682857513428,0.05566835403442383,5,19,19,25,492,492,1706255623.114259,0.05566835403442383,19,Avia,4,101,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000032,1706255623.2135847,-1.1970069408416748,-0.6640250086784363,2.1676011085510254,-0.927734375,-1.04296875,2.33984375,0.4957556128501892,False,False,True,True,True,True,True,True,True,0.14355771243572235,0.4957556128501892,0.97265625,0.97265625,1,20,41236,97,41139,0.9861199855804443,0.9994087219238281,0.013288736343383789,5,19,19,20,494,495,1706255623.200296,0.013288736343383789,19,Mid360,4,101,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000033,1706255623.262338,-1.2041020393371582,-0.6318550109863281,2.1678879261016846,-0.9404296875,-0.6044921875,2.25390625,0.27869513630867004,False,False,True,True,True,True,True,True,True,0.06509526073932648,0.27869513630867004,0.98046875,0.98046875,1,20,41263,124,41139,0.9139220714569092,0.9621028900146484,0.04818081855773926,5,19,19,23,518,522,1706255623.214157,0.04818081855773926,19,Avia,4,120,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000034,1706255623.3157856,-1.2177890539169312,-0.5643609762191772,2.1678578853607178,-0.974609375,-0.722900390625,2.27734375,0.31025514006614685,False,False,True,True,True,True,True,True,True,0.14141617715358734,0.31025514006614685,0.98828125,0.98828125,1,20,41470,117,41353,0.9139430522918701,0.9154846668243408,0.0015416145324707031,3,19,19,23,490,497,1706255623.314244,0.0015416145324707031,19,Avia,4,93,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000035,1706255623.3624735,-1.2242929935455322,-0.531141996383667,2.167646884918213,-0.97265625,-0.7191162109375,2.296875,0.33963990211486816,False,False,True,True,True,True,True,True,True,0.179962620139122,0.33963990211486816,0.984375,0.984375,1,20,41470,117,41353,0.9139430522918701,0.9621725082397461,0.04822945594787598,2,19,19,14,487,497,1706255623.314244,0.04822945594787598,19,Avia,4,93,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000036,1706255623.4127522,-1.2311110496520996,-0.4948759973049164,2.1676108837127686,-0.744537353515625,-0.439453125,1.80078125,0.6118738651275635,False,False,False,True,True,True,True,False,True,0.20530550181865692,0.6118738651275635,0.984375,0.984375,1,20,41532,117,41415,0.9869089126586914,0.9995040893554688,0.012595176696777344,3,19,19,11,475,488,1706255623.400157,0.012595176696777344,19,Mid360,4,86,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000037,1706255623.4607608,-1.2385690212249756,-0.45712798833847046,2.166923999786377,-0.921875,-0.36376953125,2.19140625,0.33107444643974304,False,False,True,True,True,True,True,True,True,0.1859205663204193,0.33107444643974304,0.9765625,0.9765625,1,20,41546,131,41415,0.9131300449371338,0.9606528282165527,0.047522783279418945,3,20,20,11,489,503,1706255623.413238,0.047522783279418945,19,Avia,4,73,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000038,1706255623.5122232,-1.2451000213623047,-0.41955500841140747,2.166948080062866,-0.947265625,-0.4130859375,2.216796875,0.3020464777946472,False,False,True,True,True,True,True,True,True,0.2113940417766571,0.3020464777946472,0.98828125,0.98828125,1,20,41632,131,41501,0.9870779514312744,0.9990112781524658,0.011933326721191406,2,20,20,5,466,476,1706255623.50029,0.011933326721191406,19,Mid360,4,74,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000039,1706255623.566274,-1.2524820566177368,-0.38251200318336487,2.1661689281463623,-0.923828125,-0.4765625,2.2578125,0.35391730070114136,False,False,True,True,True,True,True,True,True,0.19911345839500427,0.35391730070114136,0.9921875,0.9921875,1,20,41767,266,41501,0.9128038883209229,0.9658849239349365,0.05308103561401367,2,20,20,37,594,610,1706255623.513193,0.05308103561401367,19,Avia,4,200,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000040,1706255623.613407,-1.2662110328674316,-0.3060379922389984,2.164731979370117,-1.01171875,-0.302978515625,2.185546875,0.2553604245185852,False,False,True,True,True,True,True,True,True,0.1638375073671341,0.2553604245185852,0.98828125,0.98828125,1,20,42052,266,41786,0.9860379695892334,0.9991288185119629,0.013090848922729492,2,20,20,14,584,612,1706255623.600316,0.013090848922729492,19,Mid360,4,207,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000041,1706255623.6624346,-1.2729270458221436,-0.2678839862346649,2.164216995239258,-1.037109375,-0.4091796875,2.26171875,0.2916865348815918,False,False,True,True,True,True,True,True,True,0.2725929915904999,0.2916865348815918,0.9921875,0.9921875,1,20,42108,322,41786,0.9140801429748535,0.9622576236724854,0.048177480697631836,2,20,20,15,624,668,1706255623.614257,0.048177480697631836,19,Avia,4,253,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000042,1706255623.713156,-1.2793829441070557,-0.23153799772262573,2.163796901702881,-0.8984375,-0.4228515625,1.732421875,0.6064690947532654,False,False,False,True,True,True,True,False,True,0.24990080296993256,0.6064690947532654,0.9921875,0.9921875,1,20,42102,322,41780,0.9859437942504883,0.9989678859710693,0.013024091720581055,2,20,20,12,616,653,1706255623.700132,0.013024091720581055,19,Mid360,4,255,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000043,1706255623.7636855,-1.2873040437698364,-0.189193993806839,2.1633169651031494,-0.95703125,-0.375,2.244140625,0.3874744474887848,False,False,True,True,True,True,True,True,True,0.31233781576156616,0.3874744474887848,0.98828125,0.98828125,1,20,42199,419,41780,0.9139800071716309,0.9635305404663086,0.049550533294677734,3,20,20,19,691,750,1706255623.714135,0.049550533294677734,19,Avia,4,226,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000044,1706255623.8143525,-1.2934199571609497,-0.15298399329185486,2.1637160778045654,-0.9267578125,-0.199462890625,1.693359375,0.5981945991516113,False,False,False,True,True,True,True,False,True,0.2852858901023865,0.5981945991516113,0.98828125,0.98828125,1,20,42355,545,41810,0.9139680862426758,0.9140965938568115,0.0001285076141357422,4,20,20,59,812,856,1706255623.814224,0.0001285076141357422,19,Avia,4,288,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000045,1706255623.8631923,-1.3003339767456055,-0.11443500220775604,2.1639339923858643,-0.9228515625,-0.18017578125,1.708984375,0.5948058366775513,False,False,False,True,True,True,True,False,True,0.3001793920993805,0.5948058366775513,0.98828125,0.98828125,1,20,42355,545,41810,0.9139680862426758,0.9629364013671875,0.04896831512451172,2,20,20,38,794,856,1706255623.814224,0.04896831512451172,19,Avia,4,288,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000046,1706255623.9132583,-1.313850998878479,-0.039701998233795166,2.164923906326294,-1.1328125,-0.34765625,2.158203125,0.35728970170021057,False,False,True,True,True,True,True,True,True,0.23256929218769073,0.35728970170021057,0.98046875,0.98046875,1,20,42578,702,41876,0.9129500389099121,0.9129862785339355,3.62396240234375e-05,3,20,20,63,930,992,1706255623.913222,3.62396240234375e-05,19,Avia,4,364,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000047,1706255623.9614794,-1.3204749822616577,-0.003544999985024333,2.1653709411621094,-1.1142578125,-0.34765625,2.18359375,0.40158456563949585,False,False,True,True,True,True,True,True,True,0.22465118765830994,0.40158456563949585,0.98046875,0.98046875,1,20,42578,702,41876,0.9129500389099121,0.961207389831543,0.04825735092163086,3,20,20,41,904,992,1706255623.913222,0.04825735092163086,19,Avia,4,364,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000048,1706255624.0149078,-1.3279110193252563,0.034143999218940735,2.1655960083007812,-1.083984375,-0.140625,2.185546875,0.30073651671409607,False,False,True,True,True,True,True,True,True,0.30073651671409607,0.30073651671409607,0.984375,0.984375,1,20,42587,749,41838,0.9130678176879883,0.9147887229919434,0.0017209053039550781,3,20,20,30,955,1029,1706255624.013187,0.0017209053039550781,19,Avia,4,286,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000049,1706255624.0636938,-1.3350199460983276,0.07047700136899948,2.165389060974121,-1.0810546875,-0.14697265625,2.208984375,0.33716949820518494,False,False,True,True,True,True,True,True,True,0.33716949820518494,0.33716949820518494,0.984375,0.984375,1,20,42587,749,41838,0.9130678176879883,0.9635746479034424,0.0505068302154541,3,20,20,12,943,1029,1706255624.013187,0.0505068302154541,19,Avia,4,286,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000050,1706255624.1149766,-1.3501689434051514,0.1383810043334961,2.165004014968872,-1.095703125,-0.103515625,2.224609375,0.35611745715141296,False,False,True,True,True,True,True,True,True,0.35611745715141296,0.35611745715141296,0.984375,0.984375,1,20,42755,749,42006,0.9138960838317871,0.9146807193756104,0.0007846355438232422,2,20,20,10,958,1038,1706255624.114192,0.0007846355438232422,19,Avia,4,147,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000051,1706255624.1657264,-1.357846975326538,0.17172400653362274,2.1646111011505127,-1.095703125,-0.1162109375,2.25390625,0.39949914813041687,False,False,True,True,True,True,True,True,True,0.39949914813041687,0.39949914813041687,0.984375,0.984375,1,20,42755,749,42006,0.9138960838317871,0.965430498123169,0.051534414291381836,2,19,20,6,924,1038,1706255624.114192,0.051534414291381836,19,Avia,4,147,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000052,1706255624.2134647,-1.366454005241394,0.20524799823760986,2.1644959449768066,-1.0888671875,-0.076171875,2.27734375,0.4110793173313141,False,False,True,True,True,True,True,True,True,0.4110793173313141,0.4110793173313141,0.984375,0.984375,1,20,42791,801,41990,0.9130380153656006,0.9133007526397705,0.0002627372741699219,3,19,20,11,985,1074,1706255624.213202,0.0002627372741699219,19,Avia,4,166,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000053,1706255624.2616708,-1.3745030164718628,0.2391200065612793,2.164047956466675,-1.07421875,-0.0859375,2.3125,0.4667665660381317,False,False,True,True,True,True,True,True,True,0.4667665660381317,0.4667665660381317,0.984375,0.984375,1,20,42791,801,41990,0.9130380153656006,0.9615068435668945,0.048468828201293945,3,18,20,7,958,1074,1706255624.213202,0.048468828201293945,19,Avia,4,166,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000054,1706255624.313459,-1.382539987564087,0.27081099152565,2.16388201713562,-1.111328125,0.197021484375,2.244140625,0.29230499267578125,False,False,True,True,True,True,True,True,True,0.2753619849681854,0.29230499267578125,0.98828125,0.98828125,1,20,42719,801,41918,0.98586106300354,0.9992148876190186,0.013353824615478516,3,19,20,5,955,1089,1706255624.300105,0.013353824615478516,19,Mid360,4,161,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000055,1706255624.368204,-1.3976370096206665,0.3327290117740631,2.1633551120758057,-1.1025390625,0.21240234375,2.296875,0.34552693367004395,False,False,True,True,True,True,True,True,True,0.21794626116752625,0.34552693367004395,0.98828125,0.98828125,1,20,42723,805,41918,0.9140920639038086,0.9680471420288086,0.053955078125,1,19,20,3,899,1093,1706255624.314249,0.053955078125,19,Avia,4,149,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000056,1706255624.4096477,-1.4048999547958374,0.3632830083370209,2.163144111633301,-1.1875,0.27197265625,2.240234375,0.2480790764093399,False,False,True,True,True,True,True,True,True,0.2480790764093399,0.2480790764093399,0.984375,0.984375,1,20,42812,805,42007,0.987062931060791,0.9964096546173096,0.009346723556518555,1,20,20,3,882,1093,1706255624.400301,0.009346723556518555,19,Mid360,4,157,True,True,CURRENT_SUPPORT
seq0001,seq0001_valref_000057,1706255624.46201,-1.411473035812378,0.3916899859905243,2.162925958633423,-1.0712890625,0.37890625,2.2109375,0.3437930643558502,False,False,True,True,True,True,True,True,True,0.3014555871486664,0.3437930643558502,0.98046875,0.98046875,1,20,42815,808,42007,0.9138660430908203,0.9617199897766113,0.047853946685791016,2,19,20,10,851,1096,1706255624.414156,0.047853946685791016,19,Avia,4,95,True,True,CURRENT_SUPPORT
