loader_source,sequence_id,sample_id,t0,gt_timestamp,gt_x,gt_y,gt_z,latest_event_timestamp,oldest_selected_event_timestamp,num_selected_events,delta_t_min,delta_t_max,recent_event_count
validation_ref_csv,seq0008,seq0008_valref_000773,1706257661.4039576,1706257661.4039576,-6.2216901779174805,9.193492889404297,0.6033070087432861,1706257661.400454,1706257660.500315,20,-0.9036426544189453,-0.003503561019897461,4
validation_ref_csv,seq0009,seq0009_valref_000825,1706258171.7720094,1706258171.7720094,-4.959434986114502,8.512619972229004,6.361814975738525,1706258171.700754,1706258170.798158,20,-0.9738514423370361,-0.07125544548034668,4
validation_ref_csv,seq0009,seq0009_valref_000876,1706258174.4084847,1706258174.4084847,-4.258518218994141,6.725829124450684,7.776790142059326,1706258174.400646,1706258173.497264,20,-0.9112207889556885,-0.007838726043701172,4
validation_ref_csv,seq0010,seq0010_valref_000928,1706258273.7739968,1706258273.7739968,-4.806984901428223,-0.9398059844970703,59.706607818603516,1706258273.700189,1706258272.797285,20,-0.9767117500305176,-0.0738077163696289,4
validation_ref_csv,seq0010,seq0010_valref_000980,1706258276.3760843,1706258276.3760843,-3.567229986190796,1.4736740589141846,59.69907760620117,1706258276.300266,1706258275.397207,20,-0.9788773059844971,-0.07581830024719238,4
validation_ref_csv,seq0011,seq0011_valref_001031,1706258279.025218,1706258279.025218,-2.57466197013855,3.8398470878601074,59.720733642578125,1706258279.000244,1706258278.0972,20,-0.9280180931091309,-0.02497410774230957,4
validation_ref_csv,seq0011,seq0011_valref_001083,1706258281.6230295,1706258281.6230295,-0.03121899999678135,4.877479076385498,59.71962356567383,1706258281.600223,1706258280.697104,20,-0.9259254932403564,-0.022806406021118164,4
validation_ref_csv,seq0012,seq0012_valref_001134,1706258284.2624562,1706258284.2624562,3.6745829582214355,4.927237033843994,59.72544860839844,1706258284.200116,1706258283.297171,20,-0.965285062789917,-0.06234025955200195,4
validation_ref_csv,seq0012,seq0012_valref_001186,1706258286.876083,1706258286.876083,6.558424949645996,4.295722007751465,59.75852966308594,1706258286.800162,1706258285.897102,20,-0.9789807796478271,-0.07592082023620605,4
validation_ref_csv,seq0013,seq0013_valref_001237,1706258739.3598735,1706258739.3598735,1.4385930299758911,4.012810230255127,3.8129050731658936,1706258739.299833,1706258738.394457,20,-0.965416431427002,-0.06004047393798828,4
validation_ref_csv,seq0013,seq0013_valref_001289,1706258742.009457,1706258742.009457,2.6030659675598145,1.9098819494247437,3.75478196144104,1706258742.001002,1706258741.09433,20,-0.9151270389556885,-0.008455038070678711,4
validation_ref_csv,seq0014,seq0014_valref_001341,1706258744.6581678,1706258744.6581678,2.6723508834838867,1.7553880214691162,3.7772369384765625,1706258744.601011,1706258743.694384,20,-0.9637837409973145,-0.05715680122375488,4
validation_ref_csv,seq0014,seq0014_valref_001392,1706258747.3125749,1706258747.3125749,0.9269220232963562,2.2069900035858154,3.7435998916625977,1706258747.299914,1706258746.394385,20,-0.9181897640228271,-0.012660980224609375,4
validation_ref_csv,seq0015,seq0015_valref_001444,1706258750.0615063,1706258750.0615063,-1.422116994857788,3.4541780948638916,3.7590339183807373,1706258750.001019,1706258749.094269,20,-0.9672372341156006,-0.06048727035522461,4
validation_ref_csv,seq0015,seq0015_valref_001495,1706258752.7103822,1706258752.7103822,-2.8636269569396973,4.894396781921387,3.728945016860962,1706258752.699911,1706258751.794265,20,-0.9161171913146973,-0.010471105575561523,4
validation_ref_csv,seq0016,seq0016_valref_001547,1706256061.5068698,1706256061.5068698,-2.0648460388183594,4.864997863769531,20.841896057128906,1706256061.411395,1706256060.400903,20,-1.1059668064117432,-0.0954747200012207,4
validation_ref_csv,seq0016,seq0016_valref_001599,1706256064.2087624,1706256064.2087624,-1.5555089712142944,4.518375873565674,20.963647842407227,1706256064.111421,1706256062.910376,20,-1.2983863353729248,-0.09734129905700684,4
